1	6206	0	1	0
2	6205	0	2	0
3	6205	0	1	1
4	6203	0	2	2
5	6201	0	4	2
6	6199	0	6	2
7	6196	0	9	2
8	6192	0	13	2
9	6187	0	17	3
10	6185	0	17	5
11	6184	0	12	11
12	6179	0	17	11
13	6175	0	19	13
14	6166	0	27	14
15	6153	0	35	19
16	6143	0	37	27
17	6134	0	40	33
18	6125	0	45	37
19	6115	0	48	44
20	6096	0	54	57
21	6083	0	55	69
22	6060	0	72	75
23	6048	0	75	84
24	6027	0	81	99
25	6016	0	80	111
26	5992	0	93	122
27	5976	0	98	133
28	5959	0	97	151
29	5932	0	102	173
30	5920	0	102	185
31	5903	0	98	206
32	5885	0	97	225
33	5866	0	94	247
34	5859	0	85	263
35	5843	0	86	278
36	5822	0	90	295
37	5803	0	91	313
38	5791	0	84	332
39	5782	0	80	345
40	5768	0	85	354
41	5762	0	72	373
42	5755	0	61	391
43	5748	0	55	404
44	5740	0	45	422
45	5735	0	38	434
46	5728	0	38	441
47	5723	0	32	452
48	5719	0	28	460
49	5717	0	24	466
50	5715	0	21	471
51	5710	0	24	473
52	5710	0	18	479
53	5710	0	13	484
54	5710	0	10	487
55	5710	0	7	490
56	5710	0	4	493
57	5709	0	2	496
58	5709	0	1	497
59	5709	0	1	497
60	5709	0	1	497
61	5709	0	1	497
62	5709	0	0	498
63	5709	0	0	498
64	5709	0	0	498
65	5709	0	0	498
66	5709	0	0	498
67	5709	0	0	498
68	5709	0	0	498
69	5709	0	0	498
70	5709	0	0	498
71	5709	0	0	498
72	5709	0	0	498
73	5709	0	0	498
74	5709	0	0	498
75	5709	0	0	498
76	5709	0	0	498
77	5709	0	0	498
78	5709	0	0	498
79	5709	0	0	498
80	5709	0	0	498
81	5709	0	0	498
82	5709	0	0	498
83	5709	0	0	498
84	5709	0	0	498
85	5709	0	0	498
86	5709	0	0	498
87	5709	0	0	498
88	5709	0	0	498
89	5709	0	0	498
90	5709	0	0	498
91	5709	0	0	498
92	5709	0	0	498
93	5709	0	0	498
94	5709	0	0	498
95	5709	0	0	498
96	5709	0	0	498
97	5709	0	0	498
98	5709	0	0	498
99	5709	0	0	498
100	5709	0	0	498
101	5709	0	0	498
102	5709	0	0	498
103	5709	0	0	498
104	5709	0	0	498
105	5709	0	0	498
106	5709	0	0	498
107	5709	0	0	498
108	5709	0	0	498
109	5709	0	0	498
110	5709	0	0	498
111	5709	0	0	498
112	5709	0	0	498
113	5709	0	0	498
114	5709	0	0	498
115	5709	0	0	498
116	5709	0	0	498
117	5709	0	0	498
118	5709	0	0	498
119	5709	0	0	498
120	5709	0	0	498
121	5709	0	0	498
122	5709	0	0	498
123	5709	0	0	498
124	5709	0	0	498
125	5709	0	0	498
126	5709	0	0	498
127	5709	0	0	498
128	5709	0	0	498
129	5709	0	0	498
130	5709	0	0	498
131	5709	0	0	498
132	5709	0	0	498
133	5709	0	0	498
134	5709	0	0	498
135	5709	0	0	498
136	5709	0	0	498
137	5709	0	0	498
138	5709	0	0	498
139	5709	0	0	498
140	5709	0	0	498
141	5709	0	0	498
142	5709	0	0	498
143	5709	0	0	498
144	5709	0	0	498
145	5709	0	0	498
146	5709	0	0	498
147	5709	0	0	498
148	5709	0	0	498
149	5709	0	0	498
150	5709	0	0	498
151	5709	0	0	498
152	5709	0	0	498
153	5709	0	0	498
154	5709	0	0	498
155	5709	0	0	498
156	5709	0	0	498
157	5709	0	0	498
158	5709	0	0	498
159	5709	0	0	498
160	5709	0	0	498
161	5709	0	0	498
162	5709	0	0	498
163	5709	0	0	498
164	5709	0	0	498
165	5709	0	0	498
166	5709	0	0	498
167	5709	0	0	498
168	5709	0	0	498
169	5709	0	0	498
170	5709	0	0	498
171	5709	0	0	498
172	5709	0	0	498
173	5709	0	0	498
174	5709	0	0	498
175	5709	0	0	498
176	5709	0	0	498
177	5709	0	0	498
178	5709	0	0	498
179	5709	0	0	498
180	5709	0	0	498
181	5709	0	0	498
182	5709	0	0	498
183	5709	0	0	498
184	5709	0	0	498
185	5709	0	0	498
186	5709	0	0	498
187	5709	0	0	498
188	5709	0	0	498
189	5709	0	0	498
190	5709	0	0	498
191	5709	0	0	498
192	5709	0	0	498
193	5709	0	0	498
194	5709	0	0	498
195	5709	0	0	498
196	5709	0	0	498
197	5709	0	0	498
198	5709	0	0	498
199	5709	0	0	498
200	5709	0	0	498
201	5709	0	0	498
202	5709	0	0	498
203	5709	0	0	498
204	5709	0	0	498
205	5709	0	0	498
206	5709	0	0	498
207	5709	0	0	498
208	5709	0	0	498
209	5709	0	0	498
210	5709	0	0	498
211	5709	0	0	498
212	5709	0	0	498
213	5709	0	0	498
214	5709	0	0	498
215	5709	0	0	498
216	5709	0	0	498
217	5709	0	0	498
218	5709	0	0	498
219	5709	0	0	498
220	5709	0	0	498
221	5709	0	0	498
222	5709	0	0	498
223	5709	0	0	498
224	5709	0	0	498
225	5709	0	0	498
226	5709	0	0	498
227	5709	0	0	498
228	5709	0	0	498
229	5709	0	0	498
230	5709	0	0	498
231	5709	0	0	498
232	5709	0	0	498
233	5709	0	0	498
234	5709	0	0	498
235	5709	0	0	498
236	5709	0	0	498
237	5709	0	0	498
238	5709	0	0	498
239	5709	0	0	498
240	5709	0	0	498
241	5709	0	0	498
242	5709	0	0	498
243	5709	0	0	498
244	5709	0	0	498
245	5709	0	0	498
246	5709	0	0	498
247	5709	0	0	498
248	5709	0	0	498
249	5709	0	0	498
250	5709	0	0	498
251	5709	0	0	498
252	5709	0	0	498
253	5709	0	0	498
254	5709	0	0	498
255	5709	0	0	498
256	5709	0	0	498
257	5709	0	0	498
258	5709	0	0	498
259	5709	0	0	498
260	5709	0	0	498
261	5709	0	0	498
262	5709	0	0	498
263	5709	0	0	498
264	5709	0	0	498
265	5709	0	0	498
266	5709	0	0	498
267	5709	0	0	498
268	5709	0	0	498
269	5709	0	0	498
270	5709	0	0	498
271	5709	0	0	498
272	5709	0	0	498
273	5709	0	0	498
274	5709	0	0	498
275	5709	0	0	498
276	5709	0	0	498
277	5709	0	0	498
278	5709	0	0	498
279	5709	0	0	498
280	5709	0	0	498
281	5709	0	0	498
282	5709	0	0	498
283	5709	0	0	498
284	5709	0	0	498
285	5709	0	0	498
286	5709	0	0	498
287	5709	0	0	498
288	5709	0	0	498
289	5709	0	0	498
290	5709	0	0	498
291	5709	0	0	498
292	5709	0	0	498
293	5709	0	0	498
294	5709	0	0	498
295	5709	0	0	498
296	5709	0	0	498
297	5709	0	0	498
298	5709	0	0	498
299	5709	0	0	498
300	5709	0	0	498
301	5709	0	0	498
302	5709	0	0	498
303	5709	0	0	498
304	5709	0	0	498
305	5709	0	0	498
306	5709	0	0	498
307	5709	0	0	498
308	5709	0	0	498
309	5709	0	0	498
310	5709	0	0	498
311	5709	0	0	498
312	5709	0	0	498
313	5709	0	0	498
314	5709	0	0	498
315	5709	0	0	498
316	5709	0	0	498
317	5709	0	0	498
318	5709	0	0	498
319	5709	0	0	498
320	5709	0	0	498
321	5709	0	0	498
322	5709	0	0	498
323	5709	0	0	498
324	5709	0	0	498
325	5709	0	0	498
326	5709	0	0	498
327	5709	0	0	498
328	5709	0	0	498
329	5709	0	0	498
330	5709	0	0	498
331	5709	0	0	498
332	5709	0	0	498
333	5709	0	0	498
334	5709	0	0	498
335	5709	0	0	498
336	5709	0	0	498
337	5709	0	0	498
338	5709	0	0	498
339	5709	0	0	498
340	5709	0	0	498
341	5709	0	0	498
342	5709	0	0	498
343	5709	0	0	498
344	5709	0	0	498
345	5709	0	0	498
346	5709	0	0	498
347	5709	0	0	498
348	5709	0	0	498
349	5709	0	0	498
350	5709	0	0	498
351	5709	0	0	498
352	5709	0	0	498
353	5709	0	0	498
354	5709	0	0	498
355	5709	0	0	498
356	5709	0	0	498
357	5709	0	0	498
358	5709	0	0	498
